id,title,year,reference,authors,keywords,format
2532,Biomedical correlates of swimming and diving behaviour in the little penguin Eudyptula Minor.,1983,"Physiological Zoology, 56, pp. 242-254.","Mill, G.K., Balwin, J.",,Scientific Paper
2533,Radiotelemetry of cardiovascular responses to exercise and diving in penguins.,1973,"Comparative Biochemistry and Physiology, 46A, pp. 227-240.","Millard, R.W., Johansen, K., Milsom, W.K.",,Scientific Paper
2534,Famille des Manchots,1880,"Annaes des Sciencias Naturaes, 9, pp. 23-81.","Milne-Edwards, A.",,Scientific Paper
2535,"Aspects de l'ile de la possession 3. Oiseaux, Mammiferes ",1962,"Terres Australes Antarctic, France, 19-20, pp. 30-32","Milon, P.",,Scientific Paper
2536,Contribution a l'ornithologie de l' Ile Kerguelen.,1953,"L'Oiseau et R.S.O., 23, pp. 4-52.","Milon, P., Jouanin, C.",,Scientific Paper
2537,Blood respiratory properties in some Antarctic. ,1973,"Condor, 75, pp. 472-474.","Milsom, W.K., Johansen, N.K., Millard, R.W.",,Scientific Paper
2538,Captive Penguins in Nagasaki Aquarium,1963,"Journal of Japanese Association of Zoological Gardens and Aquariums, 5, pp. 28-31.","Mizue, S.",,Scientific Paper
2539,Breeding of a King Penguin,1965,"Journal of Japanese Association of Zoological Gardens and Aquariums, 8, pp. 24-27.","Mizue, S., Motokawa, T., Shirai, K.",,Scientific Paper
2540,"Southern great skuas on antipodes island, New Zealand: observations on food, breeding and growth of chicks.",1980,"Notornis, 27, pp. 133-146.","Moors, P.J.",,Scientific Paper
2541,First records for New Zealand of Moseley's Rockhopper Penguin (Eudyptes Chrysocome Moseleyi),1984,"Notornis, 31, pp. 262-265.","Moors, P.J., Merton, D.V.",,Scientific Paper
2542,Twentieth Ringing Report for Southern Africa.,1979,"Ostrich, 50, pp. 83-87.","Morant, P.D.",,Scientific Paper
2543,Hydrodynamics of the Rockhopper Penguin.,1980,"Soviet Journal of Marine Biology, 6, pp. 282-285.","Mordvinow, I.E.",,Scientific Paper
2544,Viruses and Penguins.,1977,"Aurora, Spring, pp. 153-155.","Morgan, I.",,Scientific Paper
2545,Notes by a Naturalist on the Challenger.,1879,"London, 606 pp.","Moseley, H.N.",,Scientific Paper
2546,Penguin Exhibit at Chester Zoo.,1967,"International Zoo Yearbook, 7, pp. 29.","Mottershead, G.S.",,Scientific Paper
2547,Enregistrements continus de temperatures internes de quelques spheniscidae I. Le Manchot Papou Pygoscelis Papua de l'Ile de la Possession (Archipel Crozet).,1972,"L'Oiseau et R.F.O., 42, No. Spec, pp. 34-110.","Mougin, J.L.",,Scientific Paper
2548,Enregistrements continus de temperatures internes de quelques spheniscidae II. Le Manchot Royal (Aptenodytes Patagonica) de l'Ile de la Possession (Archipel Crozet).,1974,"Comité National Francais des Recherches Antarctiques, 33,  pp. 29-56.","Mougin, J.L.",,Scientific Paper
2549,Evolution annuelle des effectifs et des biomasses des oiseaux Antarctiques,1980,"Revue d'Ecologie (la Terre et la Vie), 34, pp. 101-133.","Mougin, J.L., Prevost, J.",,Scientific Paper
2550,Note sur le baguage des oiseaux de l'ile de la possession (Archipel Crozet),1969,"L'Oiseau et R.F.O., 39, pp. 51-57.","Mougin, J.L., Prevost, J., Van Beveren, M.",,Scientific Paper
2551,Some notes on a biological reconnaissance of Bouvetoya (Antarctic),1967,"South African Journal of Science, 63, pp. 260-263.","Muller, D.B., Schoeman, F.R., Van Zinderen Baker, E.M.",,Scientific Paper
2552,Beitrage zur morphologie des gefassystems III. Zur kenntnis der flugerarterian der pinguine.,1908,"Anat Hefte, 35, pp. 553-648.","Muller, E.",,Scientific Paper
2553,A survey of twenty four rockeries of pygoscelid penguins in the Antarctic Peninsula region ,1975,"In: Stonehouse, B. (ed.) The Biology of Penguins, London, MacMillan Press, pp. 309-320.","Muller-Schwarze, C., Muller-Schwarze, D.",,Scientific Paper
2554,The behaviour of penguins.,1984,"York Press, 193 pp.","Muller-Schwarze, D.",,Scientific Paper
2555,Pinguine.,1975,"Wittenburg, Lutherstadt, Die Neue Brehm-Bucherei, 96 pp.","Muller-Schwarze, D., Muller-Schwarze, C.",,Scientific Paper
2556,How Antarctic penguins communicate their readiness for nest relief.,1979,"Antarctic Journal of the United States, 14, pp. 174-175.","Muller-Schwarze, D., Muller-Schwarze, C.",,Scientific Paper
2557,Display rate and speed of nest relief in Antarctic Pygoscelid Penguins.,1980,"Auk, 97, pp. 825-831.","Muller-Schwarze, D., Muller-Schwarze, C.",,Scientific Paper
2558,Behavioural and Ecological adaptations in Pygoscelid Penguins,1977,"Antarctic Journal of the United States, 12, pp. 12-13.","Muller-Schwarze, D., Trivelpiece, W., Volkman, N.J.",,Scientific Paper
2559,The Penguins of South Georgia.,1915,"Brooklyn Museum Bulletin, 2, pp. 103-133.","Murphy, R.C.",,Scientific Paper
2560,"Oceanic Birds of South America, Vol 1.",1936,"New York, MacMillan and American Museum of Natural History, 640 pp.","Murphy, R.C.",,Scientific Paper
2561,A new zonal race of the Gentoo Penguin,1947,"Auk, 64, pp. 454-455.","Murphy, R.C.",,Scientific Paper
2562,Patagonian Penguins.,1955,"Natural History, New York, 68, pp. 134-139.","Murphy, R.C.",,Scientific Paper
2563,History of the Penguins.,1959,"Natural History, New York, 68, pp. 152-160.","Murphy, R.C.",,Scientific Paper
2564,"Appendix 1. Biology. Notes by James Murray, Biologist of the Expedition ",1909,"In: Shackleton, E.H.  The heart of the Antarctic, Vol 2, London, Heineman, pp. 233-267.","Murray, J.",,Scientific Paper
2565,Ecology of the Ectoparisites of Seals and Penguins.,1962,"Polar Record, 11, pp. 336.","Murray, M.",,Scientific Paper
2566,Ecology of the Ectoparisites of Seals and Penguins.,1964,"In: Carrick, R., Holdgate, M., Prevost, J. (eds.)  Biologie Antarctique, Antarctic Biology, Paris, Hermann, pp. 241-245.","Murray, M.",,Scientific Paper
2567,Ectoparasites of Antarctic Seals and Birds.,1967,"In: Nagata, T. (ed.)  Proceedings of Symposium on Pacific-Antarctic Sciences, Tokyo, 1966.  Japanese Antarctic Research Expedition Scienfic Report, Special Issue 1, pp. 185-191.","Murray, M.D.",,Scientific Paper
2568,Studies on the ectoparasites of Seals and Penguins Part 3.  The distribution of the tick lxodes uriae white and the flea parapsyllus magellanicus heardi de meillon on Macquarie Island.,1967,"Australian Journal of Zoology, 15, pp. 715.","Murray, M.D., Vestjens, W.J.M.",,Scientific Paper
2569,Respiratory Heat and Water Exchange in Penguins.,1973,"Respiratory Physiology, 19 (3), pp. 262-270.","Murrish, D.",,Scientific Paper
2570,Blood Plasma Proteins of Antarctic Birds.,1975,"Antarctic Journal of the United States, 10, pp. 122-124.","Murrish, D.E., McMahon, B.F.",,Scientific Paper
2571,Changes in body calorific values during nestling development of penguins of the Genus Pygoscelis,1982,"Polish Polar Record, 3(1/2), pp. 81-88.","Myrcha, A., Kaminski, P.",,Scientific Paper
2572,Blood Picture in some species of Antarctic Birds.,1980," Bulletin de l'Acadeniic Polonaise des Sciences, Serie des Sciences Biologiques, 27, pp. 911-916.","Myrcha, A., Kostelcka-Myrcha, A.",,Scientific Paper
2573,The deprivation of the word Penguin and the bird denoted by the name Pijlsta.,1908,"Emu, 8, pp. 39-40.","M'Clymont, J.R.",,Scientific Paper
2574,Flow adaptation of the penguin during swimming under water,1980,"Journal of Comparative Physiology A-Sensory Neural and Behavioural Physiology, 137, pp. 17-26.","Nachtigall, W., Bilo, D.",,Scientific Paper
2575,Penguin Exhibit at Tokyo Zoo.,1967,"International Zoo Yearbook, 7, pp. 39-40","Nakagawa, S.",,Scientific Paper
2576,On two cases of Aspergillosis disease in the King Penguins with some reference to the keeping alive of them in Enoshima Marineland.,1963,"Journal of Japanese Association of Zoological Gardens and Aquariums, 5, pp. 6-9.","Nakajima, M., Oda, T., Fujimoto, A., Kobara, J.",,Scientific Paper
2577,Studies on the incubation strips of Penguins.,1965,"Japanese Journal of Veterinary Research, 13(2), pp. 54.","Nakamata, M.",,Scientific Paper
2578,Studies on the incubation strips of Penguins.,1963,"Journal of Japanese Association of Zoological Gardens and Aquariums, 5, pp. 1-5","Nakamata, M., Takahashi, H.",,Scientific Paper
2579,Erect-crested and Rockhopper Penguins Interbreeding in the Falkland Islands,1968,"British Antarctic Survey Bulletin, 16, pp. 71-72.","Napier, R.B.",,Scientific Paper
2580,Seabirding ,1983,The Loving Bird Quarterly,"Naveen, R.",,Scientific Paper
2581,A Dictionary of Birds,0,"London, Adam & Charles Black, 4 Parts, 1088 pp.","Newton, A.",,Scientific Paper
2582,Ornithological Journal of a Voyage Round the World in the 'Valhalla' (November 1902-August 1903),1904,"Ibis, Series 8, 4: 32-67.","Nicoll, M.J.",,Scientific Paper
2583,Three Voyages of a Naturalist ,1908,"London, Witherby, 246 pp.","Nicoll, M.J.",,Scientific Paper
2584,Derivation of the word Penguin,1910,"Emu, 9, pp. 176-177.","Noetling, F.",,Scientific Paper
2585,"Description of a New Genus of Fossil Penguin, Pachydyptes and Two Species P. Pnderose and P. Novaehollandiae, from the Oamaru District",1930,New Zealand Birds,"Oliver, W.R.B.",,Scientific Paper
2586,New Zealand Birds,1930,"Wellington New Zealand, Fine Arts.","Oliver, W.R.B.",,Scientific Paper
2587,The Crested Penguins of New Zealand,1953,"Emu, 53, pp. 185-187.","Oliver, W.R.B.",,Scientific Paper
2588,Observaciones sobre la avifauna de tierra del Fuego Y Chile,1948,"Acta Zoológica Lilloana, 5, pp. 437-531.","Olrog, C.C.",,Scientific Paper
2589,Notas Sobre Mammiferos Y Aves Del Archipelago de Cabo de Hornos,1950,"Acta Zoológica Lilloana, 9, pp. 505-533.","Olrog, C.C.",,Scientific Paper
2590,Observationes sobre avifauna Antarctica y de Alta mar Desde el Rio de la Plata Hasta Los 60 degrees de Latitud Sud,1958,"Acta Zoológica Lilloana, 15, pp. 19-33.","Olrog, C.C.",,Scientific Paper
2591,"El Annillado de aves en la Argentina, 1961-1972.  Octavo Informe",1973,"Neotropica, 19, pp. 69-72.","Olrog, C.C.",,Scientific Paper
2592,Fossil seabirds and changing marine environments in the late tertiary of South Africa,1983,"South African Journal of Science, 79, pp. 399-402.","Olson, S.L.",,Scientific Paper
2593,Fossil counterparts of giant penguins from the North Pacific.,1979,"Science, 206, pp. 688-689.","Olson, S.L., Hasegawa, Y.",,Scientific Paper
2594,Antarctica 2.  The Living Fringe.,1943,"Geography Magazine 15, pp. 405-411.","Ommanney, F.D.",,Scientific Paper
2595,Birds observed on a voyage in the South Atlantic and Southern Oceans in 1951/1952,1954,"Ardea, 42, pp. 245-280.","Oordt, G.J., Van Kruijt, J.P.",,Scientific Paper
2596,Annotated checklist of the birds of New Zealand including the birds of New Zealand including the birds of the Ross dependency,1970,"Ornithological Society of New Zealand, Wellington, Reed, 96 pp.",No author,,Scientific Paper
2597,"Aspects of the breeding biology and feeding behaviour of the brown skua Catharacta Lonnergi on Bird Island, South Georgia",0,British Antarctic Survey Bulletin,"Osbourne, B.C.",,Scientific Paper
2598,"Comparative biochemistry of Penguin egg-white proteins 1.  Ovomucoids: composition and inhibitory activities for trypsin, chymotrypsin and subtilisin.",1974,"Comparative Biochemistry and Physiology, 48B, pp. 519-533.","Osuga, D.T., Bigler, J.C., Uy, R.L., Sjoberg, L., Feeney, R.E.",,Scientific Paper
2599,Growth of the Cape Penguin,1975,"Animals and Zoos, 27, pp. 330-332.","Ota, Y.",,Scientific Paper
2600,Breeding of the Cape Penguin (Spheniscus Demersus),1976,"International Zoo News, 23, pp. 20-22.","Ota, Y.",,Scientific Paper
2601,Hautbekleidete Pinguinskelette als Wahrscheinliche Frassreste Von Macronectes Oder Stercorarius,1955,"Bonner Zoologische Beiträge, 6, pp. 86-89. ","Ottow, B.",,Scientific Paper
2602,Sur differents oiseaux de L'Ile St-Paul,1875,"Bulletin de Sciences de la Société Philomatique de Paris, 6, pp. 73.","Oustalet, E.",,Scientific Paper
2603,Oiseaux,1891,"Mission Scientific Du Cap Horn 1882-1883 6, Zoologie, pp. 3-341.","Oustalet, E.",,Scientific Paper
2604,Note on the geological age of pachydyptes Novae-Hollandiae and Palaeeudyptes Antarcticus,1939,"Ibis, Series, 14 (3), pp. 294-295.","Ovey, C.D.",,Scientific Paper
2605,Distribution of sea birds in austral summer season in the Southern Ocean.,1967,"Antarctic Record, Tokyo, 29, pp. 1-36.","Ozawa, K.",,Scientific Paper
2606,Beitrage zur verbreitung der seevogel,1909,"Ornithologische Monatsberichte, 17, pp. 99-103. ","Paessler, R.",,Scientific Paper
2607,Wahrend der reise von hamburg nach Chile und zuruck beobachtete seevogel.,1911,"Ornithologische Monatsberichte, 19, pp. 127-129.","Paessler, R.",,Scientific Paper
2608,Beitrage zur verbreitung der seevogel,1913,"Journal fur Ornithologie, 61, pp. 41-51.","Paessler, R.",,Scientific Paper
2609,Beitrage zur verbreitung der seevogel,1914,"Journal fur Ornithologie, 62, pp. 272-278.","Paessler, R.",,Scientific Paper
2610,Beitrage zur verbreitung der seevogel,1915,"Ornithologische Monatsberichte, 23, pp. 59-61, 71-72.","Paessler, R.",,Scientific Paper
2611,In der umbebung Coronel's (Chile) beobachtete: Vogel.,1922,"Journal fur Ornithologie, 70, pp. 430-482.","Paessler, R.",,Scientific Paper
2612,Die Vogel Sud-Georgiens Nach Der Ausbeute Der Deutschen Polarstation in 1882 und 1883,1885,"Jahrbuch, Wissenschaftliche Anstalten des Staates Hamburg, 2, pp. 3-27.","Pagenstecher, H.A.",,Scientific Paper
2613,Bird Island in Antarctic Waters.,1980,"Minneapolis, University of Minnesota Press, 140 pp.","Parmelee, D.F.",,Scientific Paper
2614,Impact of unfavourable ice conditions on bird productivity at Palmer Station during the 1977-78 Field Season.,1978,"Antarctic Journal of the United States, 13, pp. 146-147.","Parmelee, D.F., Bernstein, N., Neilson, D.R.",,Scientific Paper
2615,Birds of the Palmer Station area.,1977,"Antarctic Journal of the United States, 12, pp. 14-21.","Parmelee, D.F., Fraser, W.R., Neilson, D.R.",,Scientific Paper
2616,Birds of the antarctic ice pack,1973,"Antarctic Journal of the United States, 8, pp. 150.","Parmelee, D.F., MacDonald, S.D.",,Scientific Paper
2617,Report on penguin embryos collected during the 'discovery'.,1932,"Discovery Report, 6, pp. 139-164.","Parsons, C.W.",,Scientific Paper
2618,"Pinnipedes, cetaces, oiseaux des Iles Kerguelen et Amsterdam",1953,"Memoirs de l'Institut Scientific Madagascar, 8 (Series A), pp. 111-234.","Paulian, P.",,Scientific Paper
2619,Un Gorfou Sauteur: Eudyptes Cristatus (Miller) A Madagascar,1957,"Le Naturaliste Malgache, 12, pp. 203.","Paulian, P.",,Scientific Paper
2620,Estudios Ecologicos en la Isla Robert (Shetland del Sur) 7.  Aves del la Peninsula de Isla Robert,1972,"Serie Cientifica. Instituto Antartico Chileno, 2, pp. 11-23.","Pefaur, J.E., Morua, R.",,Scientific Paper
2621,Exhibition of penguins in the Montreal Aquarium,1978,"International Zoo Yearbook, 18, pp. 70-72.","Penfold, V.",,Scientific Paper
2622,Account of the different species of birds called penguins,1768,"Philosophical Transactions of the Royal Society of London, 53, pp. 91-99.","Pennant, T.",,Scientific Paper
2623,"Biology at Little America 3.  The West Base of the United States Antarctiv Service Expedition, 1939-1941.",1941,"Proceedings of the American Philosophical Society , 89, pp. 270-284.","Perkins, J.E.",,Scientific Paper
2624,"Breeding Ecology of Magellanic Penguins Spheniscus Magellanicus at Caleta Valdes, Argentina.",1984,"Cormorant, 12.","Perkins, J.S.",,Scientific Paper
2625,Checklist of birds of the World Vol 1.,1931,"Cambridge, Mass, Harvard University Press, 345 pp.","Peters, J.L.",,Scientific Paper
2626,Checklist of birds of the World Vol 1,1979,"Mayr, E. Cottrell, G.W. (eds.)  Second Edition, Cambridge, Mass, Harvard University Press, 547 pp.","Peters, J.L.",,Scientific Paper
2627,"Render the penguins, butcher the seals: the Antarctic's bloody past may foretell its future",1973,"Audubon, 75, pp. 90-109.","Peterson, R.T.",,Scientific Paper
2628,Penguins of the World,1974,"Audubon, 75, pp. 61-68.","Peterson, R.T.",,Scientific Paper
2629,Penguins and their interactions with men,1978,"International Zoo Yearbook, 18, pp. 2-6.","Peterson, R.T.",,Scientific Paper
2630,Penguins,1979,"Boston USA, Houghton Mifflin Co., 238 pp.","Peterson, R.T.",,Scientific Paper
2631,Land of a Million Kings ,1981,"Science Digest, 89 (6), pp. 36-43.","Peterson, R.T.",,Scientific Paper
2632,Penguins and their neighbours,1977,"National Geographic, 152, pp. 237-255.","Peterson, R.T., Bartlett, D., Bartlett, J.",,Scientific Paper
2633,Penguin Summer ,1960,"London, Cassell.","Pettingill, E.R.",,Scientific Paper
2634,Creche Behaviour and Individual Recognition in a Colony of Rockhopper Penguins,1960,"Wilson Bulletin, 72, pp. 213-221.","Pettingill, O.S.Jnr",,Scientific Paper
2635,Penguins Ashore at the Falkland Islands,1964,"Living Bird, 3, pp. 45-64.","Pettingill, O.S.Jnr",,Scientific Paper
2636,"Ueber eine neue art von spheniscus, spheniscus trifasciatus landbeck ",1873,"Zeitschrift für die gesamte Naturwissenschaft, 7, pp. 121-127.","Philippi, R.A.",,Scientific Paper
2637,"Mineralization of Penguin Exrements in the Admirality Bay Region (King George Island, South Shetland Islands, Antarctica)",1983,"Polar Record Research, 4, pp. 97-112.","Pietr, J., Tatur, A., Myrcha, A.",,Scientific Paper
2638,Le Glandula Pineal del Pinguino Papua (Pygosgelis Papua) contenido de Serotonina y Melatonia,1974,"Contribución del Instituto Antártico Argentino, 168, pp. 1-11.","Piezzi, R.S., Gallardo, M.R., Burgos, M.H., De Rosas, J.C.",,Scientific Paper
2639,Electron Microscopic Studies on the pineal organ of the Antarctic Penguin (Pygoscelis Papua),1975,"Cell Tissue Research, 164, pp. 559-570.","Piezzi, R.S., Gutierrez, L.S.",,Scientific Paper
